CODIGO,TITULO,SINONIMOS,SINONIMOS_ENG,SINONIMOS_ENG_CLEAN
234810,Professor de administração,"Professor de administração financeira, Professor de administração pública, Professor de finanças (administração), Professor de gestão (administração), Professor de marketing, Professor de matemática financeira (administração), Professor de organização e métodos (administração), Professor de planejamento e desenvolvimento, Professor de planejamento empresarial, Professor de teoria da administração","Professor of Financial Administration, Professor of Public Administration, Finance Professor (Administration), Management Professor (Administration), Marketing Professor, Financial Mathematics Teacher (Administration), Organization and Method Professor (Administration), Planning and Development Teacher, Business Planning Professor, Teacher of Administration Theory",professor financial administration professor public administration finance professor administration management professor administration marketing professor financial mathematics teacher administration organization method professor administration planning development teacher business planning professor teacher administration theory
234815,Professor de contabilidade,"Professor de análise de custos, Professor de auditoria contábil, Professor de contabilidade bancária, Professor de contabilidade financeira, Professor de contabilidade industrial, Professor de contabilidade internacional, Professor de contabilidade pública, Professor de contabilidade societária, Professor de perícia contábil","Professor of Cost Analysis, Accounting Audit Professor, Banking Accounting Professor, Financial Accounting Teacher, Industrial Accounting Teacher, International Accounting Teacher, Public Accounting Professor, Professor of Corporate Accounting, Professor of Accounting Expertise",professor cost analysis accounting audit professor banking accounting professor financial accounting teacher industrial accounting teacher international accounting teacher public accounting professor professor corporate accounting professor accounting expertise
234905,Professor de artes do espetáculo no ensino superior,"Professor de artes cênicas no ensino superior, Professor de circo no ensino superior, Professor de dança no ensino superior, Professor de performance no ensino superior, Professor de teatro no ensino superior, Professor de teatro-educação no ensino superior","Teacher of Performing Arts in Higher Education, Circus Teacher in Higher Education, Dance Teacher in Higher Education, Professor of Performance in Higher Education, Te theater Teacher in Higher Education, Professor of Education in Higher Education",teacher performing art higher education circus teacher higher education dance teacher higher education professor performance higher education te theater teacher higher education professor education higher education
234910,Professor de artes visuais no ensino superior (artes plásticas e multimídia),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
234915,Professor de música no ensino superior,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
239205,Professor de alunos com deficiência auditiva e surdos,"Pedagogo em educação especial de surdos, Pedagogo especializado em deficientes da áudio-comunicação, Professor de  língua portuguesa na modalidade escrita (ensino especial), Professor de alunos com distúrbios da áudio-comunicação, Professor de estimulação da língua portuguesa modalidade oral ( ensino especial), Professor especializado em deficiência  auditiva e surdos","Pedagogue in Special Education of Deaf, Specialized Pedagogue in Disabled Audio Communication, Professor of Portuguese Language in Written Modality (Special Education), Professor of Students with audio-communication disorders, Professor of Stimulation of the Portuguese Language Oral Modality (Special Education), Professor specializing in hearing and deaf impairment",pedagogue special education deaf specialized pedagogue disabled audio communication professor portuguese language written modality special education professor student audiocommunication disorder professor stimulation portuguese language oral modality special education professor specializing hearing deaf impairment
239210,Professor de alunos com deficiência física,"Pedagogo especializado em deficiência física, Professor na área de deficiência física","Specialized educator in physical disability, teacher in the area of ​​physical disability",specialized educator physical disability teacher area physical disability
239215,Professor de alunos com deficiência mental,"Pedagogo especializado em deficiência mental, Professor de alunos com deficiências mentais, Professor especializado em excepcionais","Pedagogue specializing in mental disability, teacher of students with mental disabilities, teacher specializing in exceptional",pedagogue specializing mental disability teacher student mental disability teacher specializing exceptional
239220,Professor de alunos com deficiência múltipla,"Professor de aluno surdo-cego, Professor de ensino especial na área de deficiência múltipla , Professor em educação especial de DMu (deficiências múltiplas)","Professor of Deaf-Scene Student, Special Education Teacher in the area of ​​Multiple Disabilities, Professor in Special Education of DMU (Multiple Disabilities)",professor deafscene student special education teacher area multiple disability professor special education dmu multiple disability
239225,Professor de alunos com deficiência visual,"Monitor de braile, Pedagogo em educação especial de cegos, Professor de braile, Professor de cegos, Professor de orientação e mobilidade de cegos, Professor de reabilitação funcional de cego, Professor de reabilitação visual, Professor de sorobã","Braille Monitor, Pedagogue in Blind Special Education, Braille teacher, blind teacher, blind guidance and mobility teacher, Blind Functional Rehabilitation Teacher, Visual Rehabilitation Teacher, Sorobã teacher",braille monitor pedagogue blind special education braille teacher blind teacher blind guidance mobility teacher blind functional rehabilitation teacher visual rehabilitation teacher sorob teacher
239405,Coordenador pedagógico,"Auxiliar de coordenação de ensino fundamental de primeira a quarta séries, Auxiliar de coordenador escolar, Coordenador auxiliar de curso, Coordenador de disciplina e área de estudo, Coordenador de ensino, Coordenador escolar","Elementary School Coordination Assistant from first to fourth grades, school coordinator assistant, course assistant coordinator, discipline coordinator and study area, teaching coordinator, school coordinator",elementary school coordination assistant first fourth grade school coordinator assistant course assistant coordinator discipline coordinator study area teaching coordinator school coordinator
239410,Orientador educacional,"Auxiliar de orientação educacional, Orientador de disciplina e área de estudo, Orientador de ensino, Orientador escolar, Orientador profissional, Orientador vocacional e profissional, Professor de orientação educacional, Técnico de orientação profissional","Educational guidance assistant, discipline advisor and study area, teaching advisor, school advisor, professional advisor, vocational and professional advisor, educational guidance teacher, professional guidance technician",educational guidance assistant discipline advisor study area teaching advisor school advisor professional advisor vocational professional advisor educational guidance teacher professional guidance technician
239415,Pedagogo,"Auxiliar de orientação pedagógica, Auxiliar de orientação pedagógica em educação fundamental de primeira a quarta séries, Coordenador de orientação pedagógica, Coordenador de serviço de orientação pedagógica","Pedagogical orientation assistant, pedagogical guidance assistant in elementary education from first to fourth grades, pedagogical guidance coordinator, pedagogical guidance service coordinator",pedagogical orientation assistant pedagogical guidance assistant elementary education first fourth grade pedagogical guidance coordinator pedagogical guidance service coordinator
239420,Professor de técnicas e recursos audiovisuais,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
239425,Psicopedagogo,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
239430,Supervisor de ensino,"Auxiliar de supervisão de ensino, Auxiliar de supervisor escolar, Supervisor educacional, Supervisor pedagógico","Teaching Supervision Assistant, School Supervisor Assistant, Educational Supervisor, Pedagogical Supervisor",teaching supervision assistant school supervisor assistant educational supervisor pedagogical supervisor
239435,Designer educacional,"Desenhista instrucional, Designer instrucional, Projetista instrucional","Instructional designer, instructional designer, instructional designer",instructional designer instructional designer instructional designer
239440,Neuropsicopedagogo clinico,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
239445,Neuropsicopedagogo institucional,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
241005,Advogado,"Advogado generalista, Assistente Jurídico","Generalist lawyer, legal assistant",generalist lawyer legal assistant
241010,Advogado de empresa,Advogado empresarial,Business lawyer,business lawyer
241015,Advogado (direito civil),"Advogado civilista, Advogado comercial, Advogado contratualista, Advogado (direito de família e sucessões)","Civilist lawyer, commercial lawyer, contractual lawyer, lawyer (family law and successions)",civilist lawyer commercial lawyer contractual lawyer lawyer family law succession
241020,Advogado (direito público),"Advogado constitucionalista, Advogado (direito administrativo), Advogado fiscal (direito fiscal), Advogado previdenciário, Advogado tributarista","Constitutionalist Lawyer, Lawyer (Administrative Law), Fiscal Lawyer (Fiscal Law), Social Security Lawyer, Tax Lawyer",constitutionalist lawyer lawyer administrative law fiscal lawyer fiscal law social security lawyer tax lawyer
241025,Advogado (direito penal),"Advogado criminalista, Criminalista, Penalista","Criminalist, criminalist, penalist lawyer",criminalist criminalist penalist lawyer
241030,Advogado (áreas especiais),"Advogado (abuso do poder econômico), Advogado (aeroespacial), Advogado (agente de propriedade industrial), Advogado (ambientalista), Advogado (arbitragem), Advogado (biodireito), Advogado (concorrência desleal), Advogado (desportivo), Advogado (direito internacional), Advogado (direitos da criança e do adolescente), Advogado (direitos do consumidor), Advogado (energia elétrica), Advogado (propriedade intelectual), Advogado (recursos hídricos e minerais), Advogado (telecomunicações), Advogados (direito eletrônico)","Lawyer (abuse of economic power), lawyer (aerospace), lawyer (industrial property agent), lawyer (environmentalist), lawyer (arbitration), lawyer (biodireit), lawyer (unfair competition), lawyer (sports), lawyer (lawInternational), Lawyer (Rights of Children and Adolescents), Lawyer (Consumer Rights), Lawyer (Electricity), Lawyer (Intellectual Property), Lawyer (Water and Mineral Resources), Lawyer (Telecommunications), Lawyers (Electronic Law)",lawyer abuse economic power lawyer aerospace lawyer industrial property agent lawyer environmentalist lawyer arbitration lawyer biodireit lawyer unfair competition lawyer sport lawyer lawinternational lawyer right child adolescent lawyer consumer right lawyer electricity lawyer intellectual property lawyer water mineral resource lawyer telecommunication lawyer electronic law
241035,Advogado (direito do trabalho),Advogado trabalhista,Labor lawyer,labor lawyer
241040,Consultor jurídico,"Assessor jurídico, Consultor, Jurisconsulto, Jurista","Legal advisor, consultant, jurisconsult, jurist",legal advisor consultant jurisconsult jurist
241205,Advogado da união,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
241210,Procurador autárquico,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
241215,Procurador da fazenda nacional,"Procurador distrital, Procurador na Justiça","District Attorney, Attorney in Justice",district attorney attorney justice
241220,Procurador do estado,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
241225,Procurador do município,Procurador municipal,Municipal prosecutor,municipal prosecutor
241230,Procurador federal,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
241235,Procurador fundacional,Procurador de fundação,Founder,founder
241305,Oficial de registro de contratos marítimos,"Registrador de contratos marítimos, Tabelião de contratos marítimos","Register of maritime contracts, notary of maritime contracts",register maritime contract notary maritime contract
241310,Oficial do registro civil de pessoas jurídicas,Registrador civil de pessoas jurídicas,Civil Registrar of Legal Entities,civil registrar legal entity
241315,Oficial do registro civil de pessoas naturais,Registrador civil de pessoas naturais,Civil Registrar of Natural People,civil registrar natural people
241320,Oficial do registro de distribuições,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
241325,Oficial do registro de imóveis,Registrador imobiliário,Real estate register,real estate register
241330,Oficial do registro de títulos e documentos,Registrador de títulos e documentos,Recorder of Titles and Documents,recorder title document
241335,Tabelião de notas,Notário,Notary,notary
241340,Tabelião de protestos,Tabelião de protesto de letras e títulos,Notary of Letters and Titles Protest,notary letter title protest
241405,Conselheiro julgador,"Conselheiro classista, Conselheiro julgador relator, Conselheiro relator, Juiz (administrativo), Juiz de impostos e tributos","Classist Counselor, Counselor Judge Rapporteur, Counselor Rapporteur, Judge (Administrative), Taxes and Taxes",classist counselor counselor judge rapporteur counselor rapporteur judge administrative tax tax
242205,Procurador da república,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
242210,Procurador de justiça,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
242215,Procurador de justiça militar,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
242220,Procurador do trabalho,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
242225,Procurador regional da república,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
242230,Procurador regional do trabalho,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
242235,Promotor de justiça,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
242240,Subprocurador de justiça militar,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
242245,Subprocurador-geral da república,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
242250,Subprocurador-geral do trabalho,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
242305,Delegado de polícia,"Autoridade policial (delegado), Delegado distrital de polícia, Delegado regional de polícia","Police Authority (Delegate), District Police Delegate, Regional Police Delegate",police authority delegate district police delegate regional police delegate
242405,Defensor público,"Defensor público estadual, Defensor público federal","State Public Defender, Federal Public Defender",state public defender federal public defender
242410,Procurador da assistência judiciária,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
242905,Oficial de inteligência,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
242910,Oficial técnico de inteligência,"Analista de suporte à inteligência ( grupo apoio), Analista técnico em inteligência (grupo informações)","Intelligence Support Analyst (Support Group), Technical Analyst in Intelligence (Information Group)",intelligence support analyst support group technical analyst intelligence information group
251105,Antropólogo,Paleetnólogo,Paleetnologist,paleetnologist
251110,Arqueólogo,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
251115,Cientista político,Cientista social,Social scientist,social scientist
251120,Sociólogo,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
251205,Economista,"Analista de economia internacional, Analista de estudos econômicos, Analista de mercado de trabalho (economista), Analista de mercado e produtos (economista), Analista de mercado internacional, Analista de mercadologia (economista), Analista econômico, Árbitro econômico, Mediador econômico, Perito econômico, Pesquisador econômico","International Economy Analyst, Economic Study Analyst, Labor Market Analyst (Economist), Market and Product Analyst (Economist), International Market Analyst, Market Analyst (Economist), Economic Analyst, Economic Referee, Economic Mediator, Experteconomic, economic researcher",international economy analyst economic study analyst labor market analyst economist market product analyst economist international market analyst market analyst economist economic analyst economic referee economic mediator experteconomic economic researcher
251210,Economista agroindustrial,"Analista agroindustrial (economista), Analista de agronegócios (economista), Analista de mercado agrícola (economista), Analista de produto agropecuário (economista), Economista agrícola","Agroindustrial Analyst (Economist), Agribusiness Analyst (Economist), Agricultural Market Analyst (Economist), Agricultural Product Analyst (Economist), Agricultural Economy",agroindustrial analyst economist agribusiness analyst economist agricultural market analyst economist agricultural product analyst economist agricultural economy
251215,Economista financeiro,"Analista de controle orçamentário (economista), Analista de crédito (economista), Analista de fundos de investimento, Analista de subscrição de títulos, Analista econômico-financeiro, Analista financeiro (economista)","Budget Control Analyst (Economist), Credit Analyst (Economist), Investment Funds Analyst, Title Subscription Analyst, Economic-Financial Analyst, Financial Analyst (Economist)",budget control analyst economist credit analyst economist investment fund analyst title subscription analyst economicfinancial analyst financial analyst economist
251220,Economista industrial,"Analista de cadeias produtivas (economista), Analista de mercado industrial (economista), Analista de planejamento industrial (economista), Analista de produto industrial (economista), Analista de projetos industriais (economista)","Productive Chain Analyst (Economist), Industrial Market Analyst (Economist), Industrial Planning Analyst (Economist), Industrial Product Analyst (Economist), Industrial Project Analyst (Economist)",productive chain analyst economist industrial market analyst economist industrial planning analyst economist industrial product analyst economist industrial project analyst economist
251225,Economista do setor público,"Analista de controle e gestão (economista), Analista de finanças públicas (economista), Analista de políticas públicas (economista), Analista fiscal (economista), Analista tributário (economista)","Control and Management Analyst (Economist), Public Finance Analyst (Economist), Public Policy Analyst (Economist), Tax Analyst (Economist), Tax Analyst (Economist)",control management analyst economist public finance analyst economist public policy analyst economist tax analyst economist tax analyst economist
251230,Economista ambiental,"Analista de ecodesenvolvimento (economista), Analista de impactos ambientais (economista), Analista de meio ambiente (economista), Analista de recursos naturais (economista)","Ecodevelopment Analyst (Economist), Environmental Impact Analyst (Economist), Environmental Analyst (Economist), Natural Resources Analyst (Economist)",ecodevelopment analyst economist environmental impact analyst economist environmental analyst economist natural resource analyst economist
251235,Economista regional e urbano,"Analista de desenvolvimento regional (economista), Economista urbano","Regional Development Analyst (Economist), Urban Economist",regional development analyst economist urban economist
251305,Geógrafo,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
251405,Filósofo,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
251505,Psicólogo educacional,"Psicólogo da educação, Psicólogo escolar","Education Psychologist, School Psychologist",education psychologist school psychologist
251510,Psicólogo clínico,"Psicólogo da saúde, Psicoterapeuta, Terapeuta","Health Psychologist, Psychotherapist, Therapist",health psychologist psychotherapist therapist
251515,Psicólogo do esporte,Psicólogo desportivo,Sports psychologist,sport psychologist
251520,Psicólogo hospitalar,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
251525,Psicólogo jurídico,"Psicólogo criminal, Psicólogo forense","Criminal Psychologist, Forensic Psychologist",criminal psychologist forensic psychologist
251530,Psicólogo social,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
251535,Psicólogo do trânsito,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
251540,Psicólogo do trabalho,Psicólogo organizacional,Organizational psychologist,organizational psychologist
251545,Neuropsicólogo,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
251550,Psicanalista,Analista (psicanálise),Analyst (Psychoanalysis),analyst psychoanalysis
251555,Psicólogo acupunturista,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
251605,Assistente social,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
251610,Economista doméstico,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
252105,Administrador,"Administrador de empresas, Administrador de marketing, Administrador de orçamento, Administrador de patrimônio, Administrador de pequena e média empresa, Administrador de recursos humanos, Administrador de recursos tecnológicos, Administrador financeiro, Administrador hospitalar, Administrador público, Analista administrativo, Consultor administrativo, Consultor de organização, Gestor público (administrador)","Business Administrator, Marketing Administrator, Budget Administrator, Equity Administrator, Small and Medium Company Administrator, Human Resources Administrator, Technological Resources Administrator, Financial Administrator, Hospital Administrator, Public Administrator, Administrative Analyst, Administrative Consultant, Consultantorganization, public manager (administrator)",business administrator marketing administrator budget administrator equity administrator small medium company administrator human resource administrator technological resource administrator financial administrator hospital administrator public administrator administrative analyst administrative consultant consultantorganization public manager administrator
252205,Auditor (contadores e afins),"Auditor contábil, Auditor de contabilidade e orçamento, Auditor externo (contadores e afins), Auditor financeiro, Auditor fiscal (em contabilidade), Auditor independente (contadores e afins), Auditor interno (contadores e afins), Inspetor de auditoria","Accounting auditor, accounting and budget auditor, external auditor (accountants and the like), financial auditor, tax auditor (accounting), independent auditor (accountants and the like), internal auditor (counters and the like), audit inspector (",accounting auditor accounting budget auditor external auditor accountant like financial auditor tax auditor accounting independent auditor accountant like internal auditor counter like audit inspector
252210,Contador,"Administrador de contadorias e registros fiscais, Analista contábil, Analista de balanço, Analista de contabilidade, Analista de contas, Analista de contas a pagar, Analista de custos, Assistente de contabilidade industrial, Assistente de contador de custos, Assistente de contadoria fiscal, Assistente de controladoria, Contabilista, Contador judicial, Controller (contador), Coordenador de contabilidade, Especialista contábil, Gerente de contabilidade, Inspetor de agência bancária, Subcontador, Supervisor de contabilidade, Técnico de controladoria","Administrator of Accounting and Fiscal Records, Accounting Analyst, Balance Sheet Analyst, Accounting Analyst, Account Analyst, Cost Analyst, Industrial Accounting Assistant, Cost Accountant Assistant, Fiscal Accounting Assistant, Assistant AssistantController, Accountant, Judicial Accountant, Controller (Accountant), Accounting Coordinator, Accounting Specialist, Accounting Manager, Bank Agency Inspector, Subcountant, Accounting Supervisor, Controlling Technician",administrator accounting fiscal record accounting analyst balance sheet analyst accounting analyst account analyst cost analyst industrial accounting assistant cost accountant assistant fiscal accounting assistant assistant assistantcontroller accountant judicial accountant controller accountant accounting coordinator accounting specialist accounting manager bank agency inspector subcountant accounting supervisor controlling technician
252215,Perito contábil,"Perito assistente (contador), Perito contador, Perito de balanço, Perito liquidador (contador)","Assistant expert (accountant), accountant expert, balance expert, liquidator expert (accountant)",assistant expert accountant accountant expert balance expert liquidator expert accountant
252305,Secretária(o) executiva(o),"Assessor de diretoria, Assessor de presidência, Assistente de diretoria, Assistente de presidência, Auxiliar administrativo de diretoria, Auxiliar administrativo de presidência, Secretário  de diretoria, Secretário  de gabinete, Secretário  de presidência, Secretário  pleno, Secretário sênior, Tecnólogo em secretariado","Directorate Advisor, Presidency Advisor, Board Assistant, Presidency Assistant, Board of Directors, Presidency Administrative Assistant, Board of Directors, Secretary of Cabinet, Secretary of Presidency, Full Secretary, Senior Secretary, Secretariat Technologist, Secretary",directorate advisor presidency advisor board assistant presidency assistant board director presidency administrative assistant board director secretary cabinet secretary presidency full secretary senior secretary secretariat technologist secretary
252310,Secretário  bilíngüe,"Assessor bilíngüe, Assistente bilíngüe, Auxiliar administrativo bilíngüe, Secretário  bilíngüe de diretoria, Secretário  bilíngüe de gabinete, Secretário  bilíngüe de presidência, Secretário  pleno  bilíngüe, Secretário  senior bilíngüe","Bilingual Advisor, Bilingual Assistant, Bilingual Administrative Assistant, Bilingual Secretary of Board, Bilingual Cabinet Secretary, Presidential Bilingual Secretary, Secretary Bilingual Secretary, Secretary Senior Bilingual",bilingual advisor bilingual assistant bilingual administrative assistant bilingual secretary board bilingual cabinet secretary presidential bilingual secretary secretary bilingual secretary secretary senior bilingual
252315,Secretária trilíngüe,"Assessor trilíngüe, Assistente trilíngüe, Auxiliar administrativo trilíngüe, Secretário  pleno  trilíngüe , Secretário  sênior trilíngüe , Secretário  trilíngüe de diretoria, Secretário  trilíngüe de gabinete, Secretário  trilíngüe de presidência","Trilingual Advisor, Trilingual Assistant, Trilingual Administrative Assistant, Full Trilingual Secretary, Senior Trilingual Secretary, Trilingual Directorate Secretary, Trilingual Cabinet Secretary, Trilingual Secretary of Presidency",trilingual advisor trilingual assistant trilingual administrative assistant full trilingual secretary senior trilingual secretary trilingual directorate secretary trilingual cabinet secretary trilingual secretary presidency
252320,Tecnólogo em secretariado escolar,"Secretário de escola(tecnólogo), Secretário escolar(tecnólogo)","School Secretary (Technologist), School Secretary (Technologist)",school secretary technologist school secretary technologist
252405,Analista de recursos humanos,"Analista de cargos e salários, Analista de ocupações","Positions and salary analyst, occupation analyst",position salary analyst occupation analyst
252505,Administrador de fundos e carteiras de investimento,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
252510,Analista de câmbio,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
252515,Analista de cobrança (instituições financeiras),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
252525,Analista de crédito (instituições financeiras),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
252530,Analista de crédito rural,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
252535,Analista de leasing,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
252540,Analista de produtos bancários,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
252545,Analista financeiro (instituições financeiras),Analista de planejamento financeiro,Financial Planning Analyst,financial planning analyst
252550,Profissional de relações com investidores,"Profissional de relações com o mercado, Profissional de ri (relações com investidores)","Market relationships with the market, RI professional (investor relations)",market relationship market ri professional investor relation
252605,Gestor em segurança,"Gerente de segurança empresarial, Tecnólogo em gestão de segurança empresarial, Tecnólogo em gestão de segurança privada","Business Security Manager, Business Security Management Technologist, Private Security Management Technologist",business security manager business security management technologist private security management technologist
252705,Analista de pcp (programação e controle da produção),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
252710,Analista de planejamento de materias,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
252715,Analista de logistica,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
252720,Analista de projetos logisticos,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
252725,Analista de gestão de estoque,"Analista de estoque, Analista de inventário","Inventory Analyst, Inventory Analyst",inventory analyst inventory analyst
253110,Redator de publicidade,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
253115,Publicitário,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
253120,Diretor de mídia (publicidade),Coordenador de mídia,Media coordinator,medium coordinator
253125,Diretor de arte (publicidade),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
253130,Diretor de criação,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
253135,Diretor de contas (publicidade),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
253140,Agenciador de propaganda,"Agenciador de publicidade, Corretor de anúncios (publicidade)","Advertising Agency, Advertising Broker (Advertising)",advertising agency advertising broker advertising
253205,Gerente de captação (fundos e investimentos institucionais),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
253210,Gerente de clientes especiais (private),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
253215,Gerente de contas - pessoa física e jurídica,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
253220,Gerente de grandes contas (corporate),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
253225,Operador de negócios,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
253305,"Corretor de valores, ativos financeiros, mercadorias e derivativos","Corretor de mercadorias, Corretor de mercadorias e futuros, Operador de  mercadorias e derivativos, Operador de bolsa - pregão, Operador de bolsa de mercadorias e futuros, Operador de câmbio/comércio exterior, Operador de carteiras internacionais, Operador de mesa bolsa de valores, Operador de renda fixa, Operador de renda variável, Operador financeiro","Goods Broker, Broker and Future Broker, Goods and Derivative Operator, Bolsa - Pregão Operator, Future and Future Scholarship Operator, Exchange/Foreign Trade Operator, International Wallet Operator, Table Operator Bag, Operator, Operatorfixed income, variable income operator, financial operator",good broker broker future broker good derivative operator bolsa prego operator future future scholarship operator exchangeforeign trade operator international wallet operator table operator bag operator operatorfixed income variable income operator financial operator
253405,Analista de mídias sociais,"Analista de mídias digitais, Analista de redes sociais, Assistente de mídias sociais, Social media","Digital media analyst, social networking analyst, social media assistant, social media",digital medium analyst social networking analyst social medium assistant social medium
253410,Influenciador digital,"Criador de conteúdo digital, Gerador de conteúdo digital, Influencer, Produtor de conteúdo digital","Digital content creator, digital content generator, influencer, digital content producer",digital content creator digital content generator influencer digital content producer
254105,Auditor-fiscal da receita federal,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
254110,Técnico da receita federal,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
254205,Auditor-fiscal da previdência social,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
254305,Auditor-fiscal do trabalho,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
254310,Agente de higiene e segurança,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
254405,Fiscal de tributos estadual,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
254410,Fiscal de tributos municipal,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
254415,Técnico de tributos estadual,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
254420,Técnico de tributos municipal,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
254505,Fiscal de atividades urbanas,"Agente fiscal(atividades urbanas), Agente vistor, Auditor de atividades urbanas, Auditor fiscal de atividades urbanas, Fiscal de atividades econômicas, Fiscal de feiras livres, Fiscal de posturas, Fiscal integrado, Fiscal municipal, Fiscal urbano, Inspetor fiscal","Fiscal Agent (Urban Activities), Visitor Agent, Urban Activities Auditor, Urban Activities Tax Auditor, Economic Activities, Free Feats Supervisor, Posture Supervisor, Integrated Inspector, Municipal Tax, Urban Tax, Fiscal Inspector, Fiscal",fiscal agent urban activity visitor agent urban activity auditor urban activity tax auditor economic activity free feat supervisor posture supervisor integrated inspector municipal tax urban tax fiscal inspector fiscal
261105,Arquivista pesquisador (jornalismo),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
261110,Assessor de imprensa,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
